student_id,gender,age_band,ses_band,region_band,entry_score_band,international_flag
S08511,Female,<=20,Medium,Regional,Medium,False
S08512,Male,<=20,Medium,Local,Low,False
S08513,Male,26-34,High,Local,Medium,False
S08514,Male,26-34,Medium,Regional,Medium,False
S08515,Female,21-25,Low,Local,Medium,False
S08516,Female,<=20,Low,Local,Medium,False
S08517,Male,21-25,Low,Local,Medium,False
S08518,Male,<=20,Medium,Local,Medium,False
S08519,Female,<=20,Low,Local,Medium,False
S08520,Male,<=20,Medium,Local,High,False
S08521,Female,<=20,Medium,Regional,High,False
S08522,Female,<=20,Medium,Local,Low,False
S08523,Female,<=20,Medium,Local,Medium,False
S08524,Female,35+,Low,Local,Medium,False
S08525,Male,<=20,Low,Local,Low,False
S08526,Female,26-34,Medium,Local,High,False
S08527,Female,<=20,Low,Local,Low,False
S08528,Male,<=20,Low,International,Medium,True
S08529,Male,<=20,Medium,Local,Low,False
S08530,Male,21-25,Medium,Local,Medium,False
S08531,Male,<=20,Medium,Regional,Low,False
S08532,Female,<=20,Medium,Local,Medium,False
S08533,Male,<=20,High,Local,Low,False
S08534,Male,<=20,Medium,Local,Medium,False
S08535,Male,21-25,Low,International,High,True
S08536,Female,<=20,Medium,International,Low,True
S08537,Female,<=20,Medium,Local,Medium,False
S08538,Male,26-34,Medium,Local,Medium,False
S08539,Female,<=20,Medium,Local,Low,False
S08540,Male,21-25,Medium,Regional,Low,False
S08541,Male,21-25,Medium,Local,Low,False
S08542,Male,35+,Low,Local,Medium,False
S08543,Male,<=20,High,Regional,High,False
S08544,Male,21-25,Medium,Local,High,False
S08545,Female,<=20,Low,Local,High,False
S08546,Male,21-25,Low,Regional,Medium,False
S08547,Male,<=20,High,Regional,High,False
S08548,Female,<=20,Medium,Regional,Medium,False
S08549,Female,26-34,Medium,International,Medium,True
S08550,Female,<=20,High,Local,Medium,False
S08551,Male,26-34,High,Local,Low,False
S08552,Female,26-34,Medium,Local,High,False
S08553,Male,<=20,Low,Local,Low,False
S08554,Female,<=20,Low,Local,Medium,False
S08555,Female,<=20,Medium,Local,Medium,False
S08556,Male,35+,Medium,Local,Low,False
S08557,Female,<=20,Medium,Local,Medium,False
S08558,Male,21-25,Medium,Local,Medium,False
S08559,Male,21-25,Medium,Local,High,False
S08560,Male,26-34,Low,Regional,Medium,False
S08561,Female,21-25,Low,Local,Medium,False
S08562,Male,21-25,Medium,Local,Low,False
S08563,Male,<=20,Low,International,Medium,True
S08564,Male,<=20,Medium,Regional,Low,False
S08565,Female,<=20,Medium,Local,Medium,False
S08566,Male,26-34,High,Local,Low,False
S08567,Male,21-25,High,Local,Medium,False
S08568,Male,21-25,Medium,Local,Medium,False
S08569,Female,21-25,Medium,Local,Medium,False
S08570,Female,<=20,Low,Local,Medium,False
S08571,Female,<=20,Medium,Local,Medium,False
S08572,Female,<=20,Medium,Local,Low,False
S08573,Female,<=20,Medium,Local,Medium,False
S08574,Female,21-25,Medium,Local,Medium,False
S08575,Male,<=20,Low,International,Medium,True
S08576,Female,21-25,High,Local,Low,False
S08577,Male,21-25,Low,Local,Medium,False
S08578,Female,<=20,High,Local,High,False
S08579,Female,<=20,Medium,Local,Medium,False
S08580,Female,<=20,Medium,Local,Low,False
S08581,Female,<=20,Low,Local,Low,False
S08582,Male,21-25,Low,Local,Low,False
S08583,Male,<=20,High,Regional,Low,False
S08584,Female,21-25,High,Local,Medium,False
S08585,Female,21-25,Medium,Local,Medium,False
S08586,Female,<=20,Medium,International,High,True
S08587,Male,21-25,Medium,Local,High,False
S08588,Male,21-25,Medium,Local,Medium,False
S08589,Male,21-25,Medium,Local,High,False
S08590,Male,<=20,Medium,Local,Medium,False
S08591,Male,<=20,High,Local,Medium,False
S08592,Female,<=20,Medium,Local,Low,False
S08593,Female,<=20,Medium,Local,Low,False
S08594,Male,21-25,High,Local,Low,False
S08595,Male,21-25,Medium,Local,Medium,False
S08596,Male,26-34,Low,Regional,Medium,False
S08597,Male,<=20,Low,Regional,Low,False
S08598,Female,<=20,Medium,Local,Low,False
S08599,Male,21-25,High,International,High,True
S08600,Male,<=20,High,Regional,Medium,False
S08601,Female,<=20,Medium,Regional,Medium,False
S08602,Male,<=20,Low,Local,Low,False
S08603,Male,<=20,Low,Regional,High,False
S08604,Female,21-25,Medium,International,Low,True
S08605,Female,<=20,High,Local,Medium,False
S08606,Female,21-25,High,Regional,Medium,False
S08607,Male,21-25,Low,Regional,Medium,False
S08608,Female,<=20,Medium,Local,High,False
S08609,Male,26-34,Medium,Local,Low,False
S08610,Male,<=20,Low,Local,High,False
S08611,Female,26-34,Medium,Local,Medium,False
S08612,Male,<=20,High,Local,Medium,False
S08613,Prefer not to say,21-25,Low,Local,High,False
S08614,Female,<=20,High,Local,Medium,False
S08615,Female,21-25,Low,International,Medium,True
S08616,Male,21-25,Low,Local,Low,False
S08617,Male,<=20,Low,Local,High,False
S08618,Female,26-34,High,Local,Medium,False
S08619,Female,<=20,Medium,Regional,High,False
S08620,Female,<=20,Medium,Local,High,False
S08621,Prefer not to say,21-25,Medium,Regional,Low,False
S08622,Female,21-25,Medium,Local,Medium,False
S08623,Male,<=20,High,Local,High,False
S08624,Male,<=20,Medium,Local,Medium,False
S08625,Female,35+,High,Local,Medium,False
S08626,Male,21-25,Low,Regional,Low,False
S08627,Female,<=20,Medium,Local,Medium,False
S08628,Male,<=20,Medium,Local,Medium,False
S08629,Female,35+,High,Regional,Medium,False
S08630,Male,21-25,Low,Local,Medium,False
S08631,Male,26-34,Medium,Local,Low,False
S08632,Female,<=20,Medium,International,Medium,True
S08633,Female,21-25,Medium,Local,High,False
S08634,Female,21-25,Low,Regional,Medium,False
S08635,Female,<=20,Low,Regional,High,False
S08636,Male,21-25,High,Local,Medium,False
S08637,Male,21-25,Medium,Local,High,False
S08638,Female,<=20,Medium,Local,Medium,False
S08639,Male,21-25,High,Local,High,False
S08640,Male,21-25,Low,Regional,Medium,False
S08641,Male,26-34,Medium,Local,Medium,False
S08642,Female,21-25,High,Local,High,False
S08643,Female,<=20,High,Local,Medium,False
S08644,Female,<=20,Medium,Local,Low,False
S08645,Male,21-25,Medium,Regional,Low,False
S08646,Female,<=20,Medium,Regional,Medium,False
S08647,Female,<=20,High,Regional,Medium,False
S08648,Female,<=20,Medium,Regional,Medium,False
S08649,Male,<=20,Medium,Local,Medium,False
S08650,Female,21-25,Low,Local,Low,False
S08651,Female,<=20,Medium,Local,Medium,False
S08652,Female,<=20,Medium,International,Low,True
S08653,Female,35+,Medium,Local,Medium,False
S08654,Male,21-25,Medium,International,High,True
S08655,Female,21-25,High,Regional,High,False
S08656,Female,21-25,Medium,Regional,Medium,False
S08657,Male,21-25,Low,Local,Medium,False
S08658,Female,21-25,High,Local,Medium,False
S08659,Female,21-25,Low,Local,Low,False
S08660,Male,35+,Medium,Local,High,False
S08661,Female,<=20,High,International,Medium,True
S08662,Female,26-34,Low,Regional,Medium,False
S08663,Female,<=20,High,Regional,Medium,False
S08664,Male,<=20,Medium,Local,Low,False
S08665,Male,<=20,Medium,Local,Low,False
S08666,Male,<=20,Medium,Regional,Low,False
S08667,Male,21-25,Medium,Local,Medium,False
S08668,Female,35+,High,Regional,Low,False
S08669,Female,35+,Low,Regional,High,False
S08670,Male,35+,Medium,Local,Medium,False
S08671,Male,<=20,Low,Local,High,False
S08672,Female,35+,Low,Regional,High,False
S08673,Male,<=20,Medium,Local,Medium,False
S08674,Female,26-34,Medium,Local,Low,False
S08675,Female,<=20,High,Local,Medium,False
S08676,Female,<=20,Medium,Local,Low,False
S08677,Female,35+,Medium,Regional,Low,False
S08678,Male,26-34,Low,Local,Medium,False
S08679,Male,21-25,High,Regional,Medium,False
S08680,Female,21-25,Low,Local,Low,False
S08681,Female,<=20,Medium,International,Medium,True
S08682,Male,21-25,Medium,International,Low,True
S08683,Female,21-25,Medium,Regional,Medium,False
S08684,Male,<=20,Medium,Local,High,False
S08685,Female,<=20,Medium,Local,Medium,False
S08686,Male,<=20,Low,Local,High,False
S08687,Female,21-25,Medium,Local,Medium,False
S08688,Female,<=20,Medium,Local,Low,False
S08689,Female,<=20,Medium,Regional,Medium,False
S08690,Female,<=20,Low,Local,Medium,False
S08691,Female,21-25,Medium,Local,Medium,False
S08692,Male,21-25,Low,Local,Medium,False
S08693,Female,21-25,Low,International,High,True
S08694,Female,<=20,Medium,Local,Medium,False
S08695,Male,<=20,Medium,Local,High,False
S08696,Male,<=20,Low,International,Medium,True
S08697,Male,26-34,Medium,Local,Low,False
S08698,Male,<=20,High,Regional,Medium,False
S08699,Female,<=20,High,Local,High,False
S08700,Male,21-25,High,Local,Medium,False
S08701,Male,<=20,Low,Local,Medium,False
S08702,Male,21-25,Low,Regional,Medium,False
S08703,Female,<=20,High,Local,Medium,False
S08704,Female,21-25,Low,Local,Medium,False
S08705,Female,<=20,Low,Local,Low,False
S08706,Male,<=20,Medium,Local,Medium,False
S08707,Male,<=20,Low,Local,Medium,False
S08708,Male,21-25,High,International,High,True
S08709,Female,35+,Medium,International,High,True
S08710,Male,<=20,Medium,Local,Low,False
S08711,Male,21-25,High,Local,Medium,False
S08712,Female,21-25,Low,Local,Medium,False
S08713,Male,35+,Medium,International,Medium,True
S08714,Female,21-25,Medium,Local,Medium,False
S08715,Male,<=20,Medium,Local,Medium,False
S08716,Male,21-25,Low,Regional,High,False
S08717,Male,<=20,Medium,Local,High,False
S08718,Male,<=20,High,Local,Low,False
S08719,Male,<=20,Low,Local,Medium,False
S08720,Male,26-34,Low,Local,Low,False
S08721,Female,26-34,Low,Regional,Low,False
S08722,Male,21-25,Medium,Local,High,False
S08723,Female,35+,Low,Local,Medium,False
S08724,Female,21-25,High,Local,Medium,False
S08725,Male,<=20,Medium,Regional,Medium,False
S08726,Male,<=20,Medium,Regional,High,False
S08727,Female,<=20,Medium,Local,High,False
S08728,Female,<=20,Medium,Local,Low,False
S08729,Female,<=20,Medium,Local,High,False
S08730,Female,<=20,Medium,Local,High,False
S08731,Female,21-25,Medium,Local,Medium,False
S08732,Male,26-34,Low,Local,Medium,False
S08733,Female,21-25,Low,International,Low,True
S08734,Female,26-34,Low,Local,Low,False
S08735,Female,<=20,Medium,Local,Medium,False
S08736,Non-binary,26-34,Low,Regional,High,False
S08737,Female,<=20,Medium,Local,High,False
S08738,Female,<=20,High,Local,Medium,False
S08739,Female,26-34,Low,Local,Medium,False
S08740,Male,<=20,Medium,Local,Medium,False
S08741,Male,<=20,Medium,International,Medium,True
S08742,Female,<=20,Medium,Local,Low,False
S08743,Female,21-25,Medium,Local,Medium,False
S08744,Female,35+,High,International,Low,True
S08745,Male,<=20,Low,Local,Low,False
S08746,Male,26-34,Low,Local,Low,False
S08747,Female,<=20,Medium,Local,Medium,False
S08748,Female,<=20,Medium,International,Low,True
S08749,Female,<=20,Low,Local,Medium,False
S08750,Female,21-25,Low,Local,High,False
S08751,Male,<=20,Medium,Local,Medium,False
S08752,Female,21-25,Medium,International,Medium,True
S08753,Female,<=20,High,Regional,Medium,False
S08754,Female,<=20,Medium,Local,Medium,False
S08755,Male,21-25,Low,Regional,Medium,False
S08756,Male,<=20,Medium,Regional,Medium,False
S08757,Female,<=20,Low,Regional,Medium,False
S08758,Female,<=20,Medium,Regional,Medium,False
S08759,Female,21-25,Medium,Local,High,False
S08760,Male,21-25,Medium,Local,Medium,False
S08761,Female,<=20,Medium,Regional,Low,False
S08762,Male,<=20,Low,Local,Medium,False
S08763,Male,<=20,High,Local,Medium,False
S08764,Male,<=20,Medium,Local,Low,False
S08765,Female,26-34,Medium,Regional,High,False
S08766,Male,21-25,Low,Regional,Medium,False
S08767,Male,21-25,Low,Local,Medium,False
S08768,Female,<=20,Medium,Regional,Medium,False
S08769,Female,21-25,Medium,Regional,Medium,False
S08770,Female,21-25,Low,International,High,True
S08771,Female,21-25,High,Local,Low,False
S08772,Female,21-25,Low,Local,Medium,False
S08773,Male,21-25,Low,Regional,Low,False
S08774,Female,21-25,Low,Local,High,False
S08775,Male,<=20,Low,Local,Medium,False
S08776,Female,21-25,High,Local,High,False
S08777,Non-binary,<=20,Medium,Regional,High,False
S08778,Female,21-25,Low,Local,Medium,False
S08779,Male,21-25,High,Local,Low,False
S08780,Female,21-25,High,Local,Medium,False
S08781,Female,<=20,Medium,Local,Low,False
S08782,Male,<=20,High,International,High,True
S08783,Female,<=20,Medium,Local,Low,False
S08784,Male,21-25,Medium,Local,Medium,False
S08785,Male,26-34,Medium,Local,Low,False
S08786,Female,21-25,Low,Local,Low,False
S08787,Male,<=20,Medium,International,Medium,True
S08788,Male,26-34,High,International,Medium,True
S08789,Female,35+,Medium,Local,Low,False
S08790,Male,<=20,High,Local,Medium,False
S08791,Male,21-25,Medium,Local,Medium,False
S08792,Female,21-25,Medium,Local,High,False
S08793,Female,21-25,Medium,Local,High,False
S08794,Male,35+,Medium,Local,Medium,False
S08795,Female,<=20,Medium,Regional,Medium,False
S08796,Female,21-25,Low,Regional,Medium,False
S08797,Female,21-25,Low,Local,Medium,False
S08798,Male,26-34,High,Regional,Medium,False
S08799,Female,26-34,Low,Regional,Medium,False
S08800,Female,35+,Medium,Local,Medium,False
S08801,Male,<=20,Medium,International,Medium,True
S08802,Female,21-25,Medium,Regional,Medium,False
S08803,Female,<=20,Medium,Local,Medium,False
S08804,Prefer not to say,<=20,Medium,International,High,True
S08805,Male,<=20,High,Local,Low,False
S08806,Male,21-25,Medium,Local,Medium,False
S08807,Female,35+,Medium,Local,High,False
S08808,Male,<=20,High,Regional,Low,False
S08809,Female,<=20,High,Local,High,False
S08810,Female,21-25,High,Local,High,False
S08811,Female,21-25,Medium,Local,Medium,False
S08812,Female,35+,Low,Local,Medium,False
S08813,Male,<=20,Low,Regional,High,False
S08814,Female,<=20,High,Local,Medium,False
S08815,Male,<=20,High,Local,Low,False
S08816,Male,<=20,Medium,Regional,High,False
S08817,Male,<=20,Low,Regional,Low,False
S08818,Female,<=20,Medium,Regional,Medium,False
S08819,Male,<=20,Medium,Local,High,False
S08820,Female,<=20,Medium,Local,Medium,False
S08821,Female,35+,Medium,Regional,Medium,False
S08822,Prefer not to say,<=20,High,Local,Medium,False
S08823,Female,<=20,Low,Regional,Medium,False
S08824,Female,26-34,Medium,Local,Low,False
S08825,Male,21-25,Medium,Local,Medium,False
S08826,Female,21-25,Medium,Local,Medium,False
S08827,Male,21-25,Medium,Local,Low,False
S08828,Female,21-25,High,Local,Medium,False
S08829,Female,26-34,Low,Local,Medium,False
S08830,Female,21-25,Low,Regional,High,False
S08831,Female,26-34,Medium,Local,Medium,False
S08832,Female,<=20,Medium,Local,Medium,False
S08833,Male,<=20,Low,Local,Medium,False
S08834,Male,26-34,Medium,Local,High,False
S08835,Male,<=20,Medium,Local,Medium,False
S08836,Female,26-34,Low,Regional,Medium,False
S08837,Male,<=20,Low,Local,Medium,False
S08838,Male,<=20,High,Local,Medium,False
S08839,Male,26-34,Medium,Local,Low,False
S08840,Female,<=20,Low,Regional,Medium,False
S08841,Male,26-34,Low,Local,Medium,False
S08842,Male,35+,Medium,Local,Medium,False
S08843,Female,26-34,Low,Local,Low,False
S08844,Male,21-25,High,Local,Medium,False
S08845,Female,21-25,Medium,Local,Medium,False
S08846,Male,26-34,Medium,Local,Low,False
S08847,Male,21-25,High,Local,Low,False
S08848,Male,21-25,Medium,Local,Medium,False
S08849,Female,35+,Low,Local,Medium,False
S08850,Female,21-25,Medium,Local,Medium,False
S08851,Male,35+,Medium,Local,Medium,False
S08852,Female,<=20,Medium,Local,Medium,False
S08853,Female,<=20,Medium,Local,Medium,False
S08854,Male,<=20,Medium,Regional,Medium,False
S08855,Female,<=20,Low,Local,Low,False
S08856,Female,21-25,Medium,Local,Medium,False
S08857,Female,<=20,Medium,Regional,Low,False
S08858,Female,35+,Medium,Local,Medium,False
S08859,Male,<=20,Medium,Local,Medium,False
S08860,Male,<=20,Medium,Local,Medium,False
S08861,Male,<=20,Low,Local,Low,False
S08862,Male,21-25,Low,Local,Low,False
S08863,Male,<=20,Low,Local,Low,False
S08864,Male,<=20,Medium,Local,Medium,False
S08865,Female,21-25,Medium,International,Medium,True
S08866,Male,<=20,Medium,Regional,Low,False
S08867,Female,<=20,Medium,International,Medium,True
S08868,Male,21-25,High,Local,Medium,False
S08869,Male,<=20,High,Regional,Medium,False
S08870,Female,<=20,High,Regional,Medium,False
S08871,Male,<=20,High,International,Medium,True
S08872,Female,<=20,Medium,Local,High,False
S08873,Male,21-25,Medium,Regional,Low,False
S08874,Female,<=20,Low,Local,Low,False
S08875,Male,26-34,Medium,Local,Medium,False
S08876,Female,26-34,Medium,Local,Medium,False
S08877,Female,<=20,Medium,International,High,True
S08878,Female,35+,Medium,Local,Low,False
S08879,Female,<=20,Medium,Local,Low,False
S08880,Female,<=20,Medium,International,Medium,True
S08881,Male,<=20,Medium,Local,Medium,False
S08882,Female,<=20,Medium,Regional,Medium,False
S08883,Female,21-25,High,Regional,High,False
S08884,Female,<=20,High,Local,Low,False
S08885,Male,21-25,Medium,Local,Medium,False
S08886,Male,21-25,Low,Local,Medium,False
S08887,Male,<=20,High,International,Medium,True
S08888,Male,21-25,Low,Regional,Low,False
S08889,Female,26-34,High,Local,Low,False
S08890,Female,<=20,Low,Local,Low,False
S08891,Female,<=20,Medium,Local,High,False
S08892,Male,<=20,Medium,Regional,Medium,False
S08893,Non-binary,<=20,Medium,Local,Medium,False
S08894,Male,<=20,Medium,Local,Low,False
S08895,Female,<=20,Medium,Regional,Low,False
S08896,Female,21-25,Medium,Local,Medium,False
S08897,Female,21-25,Low,Local,Medium,False
S08898,Male,21-25,Medium,Regional,Medium,False
S08899,Female,<=20,Low,Local,Medium,False
S08900,Male,<=20,Medium,Local,Medium,False
S08901,Female,<=20,Low,Regional,Low,False
S08902,Male,<=20,Medium,Local,Medium,False
S08903,Male,26-34,Medium,Local,Low,False
S08904,Male,<=20,Medium,Regional,Medium,False
S08905,Male,<=20,Medium,Local,Medium,False
S08906,Male,<=20,Medium,Regional,Low,False
S08907,Male,21-25,High,Local,Medium,False
S08908,Male,21-25,High,Local,High,False
S08909,Male,<=20,Medium,Local,Low,False
S08910,Non-binary,<=20,Medium,Local,Medium,False
S08911,Male,<=20,Medium,Regional,Medium,False
S08912,Male,21-25,Low,Local,Low,False
S08913,Male,35+,Medium,Local,Medium,False
S08914,Female,21-25,High,Regional,Medium,False
S08915,Female,21-25,Medium,Local,Medium,False
S08916,Female,<=20,Medium,Regional,High,False
S08917,Male,<=20,Low,Local,Medium,False
S08918,Male,21-25,Low,Local,Medium,False
S08919,Female,<=20,Low,Local,Medium,False
S08920,Male,35+,Medium,Local,Low,False
S08921,Male,<=20,Medium,Local,High,False
S08922,Female,<=20,Medium,Local,Medium,False
S08923,Male,21-25,Medium,Local,Medium,False
S08924,Male,<=20,Medium,Regional,Medium,False
S08925,Female,<=20,Medium,Local,Medium,False
S08926,Male,<=20,Medium,Regional,Low,False
S08927,Male,21-25,Medium,Local,Medium,False
S08928,Female,<=20,Medium,Local,Low,False
S08929,Female,<=20,High,Local,Medium,False
S08930,Non-binary,21-25,Low,Local,Medium,False
S08931,Female,<=20,Low,International,Medium,True
S08932,Female,26-34,Medium,Regional,Medium,False
S08933,Female,<=20,Medium,Local,Low,False
S08934,Male,21-25,Low,Local,Medium,False
S08935,Male,<=20,Medium,International,Medium,True
S08936,Male,21-25,Medium,Regional,Medium,False
S08937,Female,21-25,Medium,Local,Low,False
S08938,Male,26-34,Medium,Local,Medium,False
S08939,Female,<=20,Medium,Local,High,False
S08940,Female,<=20,Low,Regional,Medium,False
S08941,Female,21-25,Low,Regional,Medium,False
S08942,Female,<=20,Low,Local,Medium,False
S08943,Male,<=20,Medium,Local,Low,False
S08944,Male,26-34,Medium,International,Medium,True
S08945,Female,<=20,Medium,Regional,High,False
S08946,Male,35+,Medium,Local,High,False
S08947,Male,<=20,Medium,Local,Medium,False
S08948,Male,21-25,Medium,Local,Medium,False
S08949,Female,21-25,Low,Local,Medium,False
S08950,Male,<=20,High,Local,Medium,False
S08951,Female,35+,Medium,Local,Medium,False
S08952,Male,<=20,Medium,International,High,True
S08953,Female,26-34,Medium,Regional,Low,False
S08954,Male,21-25,Medium,Local,Medium,False
S08955,Female,<=20,Medium,Regional,Medium,False
S08956,Female,26-34,Low,Regional,Medium,False
S08957,Male,<=20,High,Local,Low,False
S08958,Male,21-25,Medium,Regional,Medium,False
S08959,Male,<=20,Low,Local,Medium,False
S08960,Male,26-34,Low,Regional,Medium,False
S08961,Female,21-25,Medium,Local,Medium,False
S08962,Male,<=20,Medium,Local,Medium,False
S08963,Female,21-25,Medium,Local,Medium,False
S08964,Female,<=20,High,Local,Medium,False
S08965,Male,<=20,Medium,Local,Low,False
S08966,Male,<=20,Medium,International,Low,True
S08967,Male,<=20,Medium,Local,High,False
S08968,Male,<=20,High,Local,Medium,False
S08969,Male,<=20,Medium,Local,Low,False
S08970,Female,<=20,High,Regional,Medium,False
S08971,Female,<=20,Low,Local,Medium,False
S08972,Male,<=20,Medium,Local,Medium,False
S08973,Female,21-25,Medium,Regional,High,False
S08974,Female,21-25,High,International,Medium,True
S08975,Female,<=20,Low,Regional,Low,False
S08976,Male,26-34,Low,Local,Medium,False
S08977,Female,21-25,Low,Local,Medium,False
S08978,Male,21-25,Medium,Regional,Medium,False
S08979,Male,<=20,Medium,International,Low,True
S08980,Female,<=20,High,International,Medium,True
S08981,Male,26-34,Medium,Local,High,False
S08982,Male,21-25,Low,Regional,Medium,False
S08983,Male,<=20,Low,Local,Low,False
S08984,Male,<=20,Low,Local,Medium,False
S08985,Female,21-25,Medium,Local,Medium,False
S08986,Male,21-25,High,International,High,True
S08987,Female,26-34,High,Local,High,False
S08988,Male,<=20,Medium,Local,Low,False
S08989,Male,<=20,Low,International,High,True
S08990,Male,<=20,Low,Local,Low,False
S08991,Female,<=20,Medium,Local,Low,False
S08992,Female,<=20,High,Regional,Low,False
S08993,Female,26-34,Low,Regional,Low,False
S08994,Female,<=20,Low,Local,High,False
S08995,Female,21-25,Medium,International,Medium,True
S08996,Male,<=20,Medium,Local,Medium,False
S08997,Female,<=20,Low,International,High,True
S08998,Non-binary,<=20,High,Regional,Medium,False
S08999,Female,<=20,Low,Local,Low,False
S09000,Male,21-25,High,Regional,Medium,False
S09001,Male,<=20,Low,Local,High,False
S09002,Male,<=20,Low,Local,High,False
S09003,Male,<=20,Medium,International,Medium,True
S09004,Female,<=20,Low,Local,High,False
S09005,Male,21-25,Medium,Local,High,False
S09006,Female,<=20,Medium,Local,Low,False
S09007,Female,21-25,Medium,Local,Medium,False
S09008,Male,21-25,Medium,Regional,Low,False
S09009,Male,<=20,Medium,International,Medium,True
S09010,Male,<=20,Low,Local,High,False
S09011,Female,21-25,High,Local,Medium,False
S09012,Female,21-25,High,Local,Medium,False
S09013,Female,<=20,Low,Local,High,False
S09014,Female,<=20,Medium,Local,Low,False
S09015,Female,<=20,Medium,Local,Low,False
S09016,Female,<=20,Low,Local,Low,False
S09017,Female,<=20,Medium,Local,Medium,False
S09018,Male,<=20,Medium,International,High,True
S09019,Female,<=20,Low,Regional,Medium,False
S09020,Male,<=20,Low,Regional,High,False
S09021,Female,<=20,Medium,Local,Medium,False
S09022,Male,26-34,Medium,Regional,Medium,False
S09023,Female,21-25,Low,International,Medium,True
S09024,Female,26-34,Medium,International,High,True
S09025,Male,<=20,Medium,Local,Low,False
S09026,Female,21-25,Low,Local,Low,False
S09027,Male,<=20,High,Local,Medium,False
S09028,Female,21-25,Medium,Local,High,False
S09029,Prefer not to say,<=20,Medium,International,High,True
S09030,Female,<=20,Medium,Local,Medium,False
S09031,Female,26-34,Medium,Local,High,False
S09032,Male,21-25,Low,Local,Medium,False
S09033,Female,26-34,Medium,Local,Medium,False
S09034,Male,<=20,Medium,International,High,True
S09035,Female,<=20,Medium,Local,Medium,False
S09036,Male,<=20,Medium,Local,Medium,False
S09037,Female,21-25,Medium,Local,Low,False
S09038,Male,21-25,Low,Local,Low,False
S09039,Male,26-34,Medium,Regional,Medium,False
S09040,Female,<=20,Medium,Regional,Low,False
S09041,Female,21-25,Medium,Local,Medium,False
S09042,Female,<=20,Medium,International,Medium,True
S09043,Non-binary,<=20,Medium,Local,Medium,False
S09044,Female,<=20,High,Regional,Medium,False
S09045,Female,<=20,Low,International,High,True
S09046,Female,<=20,Low,Regional,Low,False
S09047,Female,<=20,Medium,Local,Medium,False
S09048,Male,<=20,Low,Local,High,False
S09049,Male,<=20,Medium,Regional,Low,False
S09050,Male,<=20,Low,International,Low,True
S09051,Male,<=20,Low,Local,Medium,False
S09052,Male,<=20,Low,Local,Medium,False
S09053,Female,35+,Medium,Local,Low,False
S09054,Female,26-34,High,Regional,Medium,False
S09055,Male,<=20,Medium,Local,Medium,False
S09056,Male,35+,Low,Regional,Medium,False
S09057,Male,21-25,Medium,Regional,Medium,False
S09058,Female,<=20,Low,Local,Medium,False
S09059,Female,<=20,Medium,Local,Medium,False
S09060,Female,26-34,High,Regional,Medium,False
S09061,Male,21-25,Medium,Local,Medium,False
S09062,Male,21-25,Low,Local,Medium,False
S09063,Male,26-34,Medium,Local,High,False
S09064,Female,<=20,Low,Local,Medium,False
S09065,Male,<=20,Medium,Local,Medium,False
S09066,Female,<=20,Medium,Regional,Low,False
S09067,Female,<=20,Medium,Regional,High,False
S09068,Male,<=20,High,International,Medium,True
S09069,Female,<=20,Medium,Local,Medium,False
S09070,Female,<=20,High,Local,Medium,False
S09071,Male,<=20,Medium,Local,Low,False
S09072,Male,<=20,Medium,Local,Medium,False
S09073,Female,<=20,Medium,Local,Low,False
S09074,Male,<=20,Low,Local,Medium,False
S09075,Female,<=20,Medium,Local,Medium,False
S09076,Male,21-25,Medium,Local,Low,False
S09077,Male,26-34,Low,Local,Low,False
S09078,Male,<=20,Medium,Local,Medium,False
S09079,Male,<=20,Medium,Local,Medium,False
S09080,Female,26-34,High,Regional,Medium,False
S09081,Female,<=20,Medium,Local,Medium,False
S09082,Female,21-25,Medium,Local,Medium,False
S09083,Female,<=20,High,Local,Medium,False
S09084,Male,21-25,Medium,Local,Medium,False
S09085,Female,26-34,Low,Regional,Low,False
S09086,Female,21-25,Low,Local,High,False
S09087,Female,<=20,High,Regional,High,False
S09088,Non-binary,26-34,Low,Local,Medium,False
S09089,Female,21-25,Medium,Local,Medium,False
S09090,Male,21-25,Medium,International,Medium,True
S09091,Female,<=20,High,Regional,Low,False
S09092,Female,21-25,High,Local,High,False
S09093,Female,<=20,Medium,Regional,Low,False
S09094,Male,<=20,High,Local,Medium,False
S09095,Male,21-25,Low,Local,Medium,False
S09096,Male,<=20,Low,Regional,Medium,False
S09097,Female,21-25,High,International,Medium,True
S09098,Female,21-25,Medium,Local,Medium,False
S09099,Male,<=20,Low,Regional,Low,False
S09100,Female,21-25,Medium,Local,Low,False
S09101,Male,26-34,Medium,Local,High,False
S09102,Male,<=20,High,Regional,Medium,False
S09103,Female,21-25,High,Local,High,False
S09104,Male,<=20,Medium,Local,Medium,False
S09105,Female,<=20,High,Local,Medium,False
S09106,Female,<=20,Medium,Regional,Medium,False
S09107,Female,<=20,Medium,Local,Low,False
S09108,Male,<=20,Medium,Local,Medium,False
S09109,Female,35+,Medium,Local,High,False
S09110,Male,21-25,Low,International,High,True
S09111,Male,<=20,Medium,Regional,Medium,False
S09112,Male,<=20,Medium,Regional,Medium,False
S09113,Male,<=20,Low,Regional,High,False
S09114,Female,<=20,Low,Local,Medium,False
S09115,Female,<=20,Low,Local,High,False
S09116,Female,<=20,Low,Local,Medium,False
S09117,Male,<=20,Medium,Local,High,False
S09118,Non-binary,<=20,Low,Local,Low,False
S09119,Male,21-25,Low,Regional,Medium,False
S09120,Male,21-25,Medium,Local,Low,False
